Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,VMA_20,VROC_10,OBV,VPT,MACD,MACD_Signal,MACD_Histogram,RSI,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,%K,%D,TR,+DM,-DM,TR_Smooth,+DM_Smooth,-DM_Smooth,+DI,-DI,DX,ADX,Williams_R,CCI,ATR,Sinyal,Alasan,Skor_Sinyal
2025-06-13 00:00:00+07:00,103.0,103.0,92.0,95.0,52762700,0.0,0.0,,293.9102324817464,200788700,61349697.08242636,1.813142493432963,0.12532523418295416,1.687817259250009,63.41463414634146,,,,86.73105134011348,84.91790884668052,,,,,0.5,60.60606060606061,50.0,11.0,0.0,0.0,,35.0,13.0,0.0,0.0,,0.0,-39.39393939393939,0.0,6.285714285714286,Tahan,,0
2025-06-16 00:00:00+07:00,94.0,103.0,90.0,93.0,60829500,0.0,0.0,,191.36251293252099,139959200,60069076.02979478,2.178922714651094,0.5360447302765821,1.6428779843745118,60.46511627906977,,,,87.69550498009602,85.51658226544492,,,,,0.5,54.54545454545454,50.0,13.0,0.0,2.0,99.0,35.0,15.0,35.35353535353536,15.151515151515152,40.0,0.0,-45.45454545454545,0.0,7.071428571428571,Tahan,,0
2025-06-17 00:00:00+07:00,94.0,97.0,94.0,94.0,21072200,0.0,0.0,,15.05809636133316,161031400,60295658.82549371,2.5204437117348135,0.9329245265682284,1.587519185166585,64.28571428571428,,,,88.66542729085049,86.14498357911567,,,,,0.5,57.57575757575758,57.57575757575757,4.0,0.0,0.0,101.0,35.0,15.0,34.65346534653465,14.85148514851485,40.0,0.0,-42.42424242424242,0.0,7.214285714285714,Tahan,,0
2025-06-18 00:00:00+07:00,94.0,97.0,90.0,91.0,13177600,0.0,0.0,,21.151052679966902,147853800,59875097.12336605,2.519977897920242,1.2503352008386313,1.2696426970816108,60.0,,,,89.02459232302733,86.50461442510709,,,,,0.5,48.484848484848484,53.53535353535353,7.0,0.0,4.0,106.0,35.0,19.0,33.0188679245283,17.92452830188679,29.629629629629633,0.0,-51.515151515151516,0.0,7.571428571428571,Tahan,,0
2025-06-19 00:00:00+07:00,91.0,93.0,84.0,87.0,18230600,0.0,0.0,,12.922127796635365,129623200,59073752.068421,2.1718069281461965,1.4346295463001444,0.7371773818460521,54.166666666666664,,,,88.71311658102313,86.54130965287693,,,,,0.5,36.36363636363637,47.47474747474748,9.0,0.0,6.0,110.0,33.0,25.0,30.0,22.727272727272727,13.793103448275865,0.0,-63.63636363636363,0.0,7.857142857142857,Tahan,,0
2025-06-20 00:00:00+07:00,87.0,93.0,84.0,87.0,26752100,0.0,0.0,,46.657566388176214,129623200,59073752.068421,1.874273468315863,1.5225583307032882,0.3517151376125749,55.319148936170215,,,,88.44956018394265,86.57528671562679,,,,,0.5,36.36363636363637,40.40404040404041,9.0,0.0,0.0,110.0,33.0,19.0,30.0,17.272727272727273,26.923076923076923,0.0,-63.63636363636363,0.0,7.857142857142857,Tahan,,0
2025-06-23 00:00:00+07:00,85.0,85.0,79.0,84.0,18319500,0.0,0.0,33240060.0,30.04358566642058,111303700,58442045.17186928,1.380487726644617,1.494144209891554,-0.11365648324693711,52.0,85.75,,,87.76501246333609,86.38452473669147,85.75,98.39703002372701,73.10296997627299,25.294060047454025,0.4308137959379856,27.27272727272727,33.333333333333336,8.0,0.0,5.0,114.0,31.0,24.0,27.192982456140353,21.052631578947366,12.727272727272736,0.0,-72.72727272727273,-37.84570596797668,8.142857142857142,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-06-24 00:00:00+07:00,82.0,87.0,82.0,84.0,9643200,0.0,0.0,32858330.0,-62.08867676775619,111303700,58442045.17186928,0.9778865019546572,1.3908926683041747,-0.4130061663495175,54.166666666666664,85.75,,,87.185779776669,86.20789327471434,85.75,98.39703002372701,73.10296997627299,25.294060047454025,0.4308137959379856,22.58064516129032,28.73900293255132,5.0,2.0,0.0,111.0,33.0,17.0,29.72972972972973,15.315315315315313,32.00000000000001,0.0,-77.41935483870968,-17.79173207744642,7.928571428571429,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-06-25 00:00:00+07:00,84.0,85.0,79.0,82.0,17460400,0.0,0.0,33037320.0,53.8401896085359,93843300,58026321.36234547,0.49177002674795744,1.2110681399929313,-0.7192981132449738,53.06122448979592,85.75,,,86.3879675033353,85.89619747658735,85.75,98.39703002372701,73.10296997627299,25.294060047454025,0.35174384843854056,16.129032258064516,21.9941348973607,6.0,0.0,3.0,114.0,33.0,20.0,28.947368421052634,17.543859649122805,24.52830188679246,0.0,-83.87096774193549,-46.47285610086486,8.142857142857142,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-06-26 00:00:00+07:00,83.0,89.0,81.0,85.0,27543500,0.0,0.0,34206115.0,-89.78389792317533,121386800,59034010.386735715,0.34462156296210367,1.0377788245867658,-0.6931572616246622,54.90196078431373,85.9,,,86.17443404128372,85.82981247832161,85.9,98.43038412482991,73.3696158751701,25.060768249659816,0.4640872940911449,23.333333333333332,20.68100358422939,8.0,4.0,0.0,118.0,36.0,20.0,30.508474576271187,16.94915254237288,28.571428571428577,0.0,-76.66666666666667,-10.582010582010513,8.428571428571429,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-06-30 00:00:00+07:00,85.0,91.0,85.0,86.0,23058800,0.0,0.0,34689325.0,-56.29715689303239,144445600,59305290.386735715,0.30517907352347606,0.8912588743741079,-0.5860798008506318,55.769230769230774,86.05,,,86.14759803493237,85.8424189614089,86.05,98.50581665010579,73.59418334989421,24.911633300211577,0.4979929055876247,26.666666666666668,22.043010752688172,6.0,2.0,0.0,122.0,38.0,20.0,31.147540983606557,16.39344262295082,31.034482758620694,0.0,-73.33333333333333,16.539440203562304,8.714285714285714,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-07-01 00:00:00+07:00,87.0,88.0,84.0,84.0,18977200,0.0,0.0,34594305.0,-68.80263687848823,125468400,58863960.15417758,0.11125485446444827,0.7352580703921759,-0.6240032159277277,50.0,86.15,,,85.81719833725046,85.70594348278601,86.15,98.50058063838551,73.7994193616145,24.701161276771018,0.41295955781553206,17.24137931034483,22.413793103448274,4.0,0.0,1.0,118.0,32.0,21.0,27.11864406779661,17.796610169491526,20.75471698113207,0.0,-82.75862068965517,-12.566137566137602,8.428571428571429,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-07-02 00:00:00+07:00,84.0,86.0,82.0,84.0,19902000,0.0,0.0,34673685.0,-5.553288218600811,125468400,58863960.15417758,-0.04194793658709273,0.5798168689963222,-0.621764805583415,51.020408163265316,86.25,,,85.53762936228884,85.57957729887593,86.25,98.49100099106106,74.00899900893894,24.482001982122114,0.408095751252571,17.24137931034483,20.38314176245211,4.0,0.0,2.0,120.0,32.0,23.0,26.666666666666668,19.166666666666668,16.363636363636363,0.0,-82.75862068965517,-30.80673758865243,8.571428571428571,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-07-03 00:00:00+07:00,84.0,84.0,82.0,83.0,11317300,0.0,0.0,34695700.0,-14.11713817387081,114151100,58729230.392272815,-0.24127265394555764,0.4155989644079463,-0.6568716183535039,16.666666666666657,86.4,,,85.14722484501364,85.3884974989592,86.4,98.38946906335107,74.41053093664894,23.978938126702133,0.35820890057621524,16.666666666666664,17.049808429118773,2.0,0.0,0.0,96.0,8.0,23.0,8.333333333333332,23.958333333333336,48.38709677419356,0.0,-83.33333333333334,-47.94520547945205,6.857142857142857,Tahan,,0
2025-07-04 00:00:00+07:00,83.0,85.0,82.0,83.0,10727800,0.0,0.0,34424870.0,-41.154981185479365,114151100,58729230.392272815,-0.3946891971301767,0.25354133210032176,-0.6482305292304984,22.727272727272734,86.6,,,84.81688256116539,85.21157175829556,86.6,98.19673275221584,75.00326724778415,23.193465504431686,0.34478386814113116,16.666666666666664,16.85823754789272,3.0,1.0,0.0,88.0,9.0,23.0,10.227272727272728,26.136363636363637,43.74999999999999,29.175910433147063,-83.33333333333334,-48.433048433048334,6.285714285714286,Tahan,Trend bearish kuat (ADX). ,-1
2025-07-07 00:00:00+07:00,83.0,83.0,79.0,81.0,12771300,0.0,0.0,34151375.0,-52.26057019822743,101379800,58421488.223598115,-0.6699336204556658,0.06884634158912423,-0.7387799620447901,22.727272727272734,86.65,,,84.22966985944764,84.8996034799033,86.65,98.13500166120556,75.16499833879445,22.970003322411117,0.2540270273061965,11.11111111111111,14.814814814814815,4.0,0.0,3.0,79.0,9.0,24.0,11.39240506329114,30.37974683544304,45.45454545454546,29.565520822757453,-88.88888888888889,-84.05587668593444,5.642857142857143,Tahan,Trend bearish kuat (ADX). ,-1
2025-07-08 00:00:00+07:00,81.0,83.0,80.0,82.0,17339400,0.0,0.0,34313985.0,-5.350036845983787,118719200,58635554.89026478,-0.7981743097225831,-0.10455778867321724,-0.6936165210493659,22.727272727272734,86.75,,,83.88664372722492,84.6848180369475,86.75,98.02409699966674,75.47590300033326,22.548193999333478,0.2893401129979452,16.666666666666664,14.814814814814815,3.0,0.0,0.0,78.0,9.0,24.0,11.538461538461538,30.76923076923077,45.45454545454546,29.955131212367842,-83.33333333333334,-77.67944936086532,5.571428571428571,Tahan,Stochastic oversold dengan potensi reversal. Trend bearish kuat (ADX). ,0
2025-07-09 00:00:00+07:00,81.0,83.0,81.0,83.0,12378500,0.0,0.0,33661100.0,28.365065538410487,131097700,58786512.20733795,-0.8097797009177725,-0.24560217112212834,-0.5641775297956442,30.0,86.7,,,83.75023699995955,84.56001670087733,86.7,98.03415889665999,75.36584110334002,22.66831779331997,0.33677659569911533,28.57142857142857,18.78306878306878,2.0,0.0,0.0,73.0,9.0,20.0,12.32876712328767,27.397260273972602,37.93103448275862,30.548088701877056,-71.42857142857143,-67.40196078431367,5.214285714285714,Tahan,Trend bearish kuat (ADX). ,-1
2025-07-10 00:00:00+07:00,83.0,84.0,82.0,84.0,9365800,0.0,0.0,33561905.0,-46.35976266294014,140463500,58899353.171193376,-0.7298719054049769,-0.34245611797869807,-0.38741578742627886,41.17647058823529,86.75,,,83.78866207688885,84.51853398229383,86.75,98.02409699966674,75.47590300033326,22.548193999333478,0.37803901278828406,35.714285714285715,26.984126984126984,2.0,1.0,0.0,66.0,10.0,14.0,15.151515151515152,21.21212121212121,16.666666666666664,30.753343217476402,-64.28571428571429,-53.09734513274351,4.714285714285714,Jual,Konfirmasi bearish dari MACD dan RSI. Trend bearish kuat (ADX). ,-3
2025-07-11 00:00:00+07:00,84.0,86.0,83.0,85.0,21555100,0.0,0.0,21159225.0,-21.741608728012054,162018600,59155961.50452671,-0.5791763743860372,-0.3898001692601659,-0.18937620512587128,44.444444444444436,85.85,,,83.9750217573675,84.55419813175354,85.85,94.14140328418853,77.55859671581146,16.582806568377066,0.44874209039976864,50.0,38.095238095238095,3.0,2.0,0.0,60.0,12.0,14.0,20.0,23.333333333333332,7.69230769230769,29.379716843850026,-50.0,-27.623522711092015,4.285714285714286,Jual,Konfirmasi bearish dari MACD dan RSI. Trend bearish kuat (ADX). ,-3
2025-07-14 00:00:00+07:00,86.0,86.0,83.0,84.0,17041600,0.0,0.0,19373170.0,-26.095026627578193,144977000,58955472.09276201,-0.5342818543639822,-0.41869650628092925,-0.11558534808305299,50.0,85.3,,,83.97886456392634,84.51314641829032,85.3,92.41114766072477,78.18885233927523,14.222295321449536,0.4085942198064622,41.66666666666667,42.46031746031746,3.0,0.0,0.0,55.0,12.0,9.0,21.818181818181817,16.363636363636363,14.285714285714281,29.49103409802442,-58.333333333333336,-27.49140893470813,3.9285714285714284,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-07-15 00:00:00+07:00,84.0,84.0,80.0,83.0,16723400,0.0,0.0,17167865.0,-11.876356891427609,128253600,58756383.99752391,-0.5727914827869824,-0.44951550158213993,-0.12327598120484251,47.05882352941176,84.8,,,83.82827001562998,84.40106149841696,84.8,90.97635559379901,78.62364440620098,12.352711187598032,0.35428300130523777,33.33333333333333,41.666666666666664,4.0,0.0,3.0,54.0,10.0,12.0,18.51851851851852,22.22222222222222,9.090909090909086,27.854670461660785,-66.66666666666666,-68.19144430326158,3.857142857142857,Jual,Konfirmasi bearish dari MACD dan RSI. Trend bearish kuat (ADX). ,-3
2025-07-16 00:00:00+07:00,84.0,89.0,82.0,86.0,42428100,0.0,0.0,18235660.0,113.18510702441966,170681700,60289929.78065644,-0.35711906650544734,-0.43103621456680147,0.07391714806135413,61.11111111111111,84.4,,,84.16238232091767,84.51950138742312,84.4,88.86742596321886,79.93257403678115,8.934851926437716,0.6790740365003348,58.333333333333336,44.44444444444445,7.0,5.0,0.0,55.0,15.0,9.0,27.27272727272727,16.363636363636363,24.999999999999993,27.88836318403275,-41.66666666666667,36.73245614035112,3.9285714285714284,Beli,Volume tinggi dengan harga menguat. Konfirmasi bullish dari MACD dan RSI. Trend bullish kuat (ADX). ,5
2025-07-17 00:00:00+07:00,86.0,89.0,86.0,86.0,20358300,0.0,0.0,18594695.0,79.88654537743102,170681700,60289929.78065644,-0.18407521823351658,-0.38164401530014447,0.1975687970666279,53.33333333333333,84.15,,,84.44509273308418,84.6291679513177,84.15,87.47613257323526,80.82386742676475,6.652265146470512,0.7781007610590428,58.333333333333336,50.0,3.0,0.0,0.0,50.0,11.0,9.0,22.0,18.0,10.0,26.56183257178785,-41.66666666666667,107.18954248365962,3.5714285714285716,Beli,Konfirmasi bullish dari MACD dan RSI. Trend bullish kuat (ADX). ,3
2025-07-18 00:00:00+07:00,87.0,88.0,85.0,86.0,18300800,0.0,0.0,18598205.0,70.5922929211954,170681700,60289929.78065644,-0.046401830348287376,-0.3145955783097731,0.2681937479614857,50.0,84.1,,,84.68430923568661,84.7307110660349,84.1,87.27224808215507,80.92775191784492,6.344496164310158,0.7994721646595233,70.0,62.22222222222223,3.0,0.0,1.0,47.0,9.0,10.0,19.148936170212767,21.27659574468085,5.263157894736837,24.721023652939007,-30.0,88.65979381443265,3.357142857142857,Tahan,Konfirmasi bullish dari MACD dan RSI. ,2
2025-07-21 00:00:00+07:00,87.0,92.0,86.0,88.0,31467100,0.0,0.0,18833955.0,146.38916946591186,202148800,61021722.80391226,0.22153489042044328,-0.2073694845637298,0.4289043749841731,64.28571428571428,84.15,,,85.19441550711943,84.97288061669899,84.15,87.53883616103163,80.76116383896839,6.777672322063239,1.068041625067526,69.23076923076923,65.85470085470085,6.0,4.0,0.0,49.0,13.0,9.0,26.53061224489796,18.367346938775512,18.181818181818176,24.537245167273728,-30.76923076923077,179.79797979797993,3.5,Beli,Volume tinggi dengan harga menguat. Konfirmasi bullish dari MACD dan RSI. ,4
2025-07-22 00:00:00+07:00,88.0,90.0,85.0,86.0,17280000,0.0,0.0,18781980.0,-0.3425724073497353,184868800,60628995.531184986,0.26938804896666113,-0.11201797785765163,0.3814060268243128,56.25,84.25,,,85.3183515829472,85.04896353398054,84.25,87.73681727895826,80.76318272104174,6.973634557916512,0.7509451829553342,53.84615384615385,64.35897435897436,5.0,0.0,1.0,50.0,13.0,8.0,26.0,16.0,23.80952380952381,25.069094270551403,-46.15384615384615,100.06497725795955,3.5714285714285716,Beli,Konfirmasi bullish dari MACD dan RSI. Trend bullish kuat (ADX). ,3
2025-07-23 00:00:00+07:00,86.0,88.0,85.0,86.0,19170200,0.0,0.0,19258330.0,54.86690632952297,184868800,60628995.531184986,0.3038098905744846,-0.028852404171224394,0.33266229474570896,60.0,84.35,,,85.42322057018609,85.1194106796116,84.35,87.9203457004963,80.77965429950369,7.140691400992608,0.731070061334767,53.84615384615385,58.97435897435897,3.0,0.0,0.0,51.0,13.0,8.0,25.49019607843137,15.686274509803921,23.80952380952381,23.313553344503564,-46.15384615384615,66.66666666666654,3.642857142857143,Tahan,Konfirmasi bullish dari MACD dan RSI. ,2
2025-07-24 00:00:00+07:00,86.0,87.0,85.0,86.0,12627800,0.0,0.0,19016700.0,34.82884537359329,184868800,60628995.531184986,0.3273163489216415,0.04238134644734878,0.2849350024742927,60.0,84.55,,,85.51195586708053,85.18463951815889,84.55,88.01258193898863,81.08741806101136,6.925163877977269,0.7093813266442909,53.84615384615385,53.84615384615385,2.0,0.0,0.0,50.0,12.0,8.0,24.0,16.0,20.0,21.617124773074995,-46.15384615384615,48.71794871794868,3.5714285714285716,Tahan,Konfirmasi bullish dari MACD dan RSI. ,2
2025-07-25 00:00:00+07:00,87.0,87.0,84.0,84.0,15392000,0.0,0.0,18409125.0,-28.592305301297603,169476800,60271042.04281289,0.1824588294053342,0.07039684303894586,0.11206198636638834,60.0,84.5,,,85.27934727214506,85.09688844273973,84.5,87.96410161513772,81.03589838486228,6.928203230275443,0.4278312163512961,33.33333333333333,47.008547008547005,3.0,0.0,1.0,49.0,12.0,6.0,24.489795918367346,12.244897959183673,33.333333333333336,20.751323907274124,-66.66666666666666,10.256410256410218,3.5,Tahan,,0
2025-07-28 00:00:00+07:00,84.0,85.0,83.0,85.0,9562800,0.0,0.0,17734325.0,-43.88555065252089,179039600,60384884.89995575,0.1466592476828339,0.08564932396772347,0.06100992371511042,60.0,84.45,,,85.23637076873813,85.08971152105529,84.45,87.85123816464407,81.04876183535593,6.80247632928814,0.5808529090548931,41.66666666666667,42.94871794871795,2.0,0.0,1.0,48.0,12.0,7.0,25.0,14.583333333333334,26.315789473684205,19.38426990864118,-58.333333333333336,-10.309278350515457,3.4285714285714284,Tahan,Konfirmasi bullish dari MACD dan RSI. ,2
2025-07-29 00:00:00+07:00,85.0,86.0,84.0,85.0,13611900,0.0,0.0,17466060.0,-18.60566631187438,179039600,60384884.89995575,0.11693981188676617,0.091907421551532,0.02503239033523416,57.14285714285714,84.5,,,85.2000060350861,85.08306622319934,84.5,87.90278523689358,81.09721476310642,6.8055704737871565,0.5734692267056578,41.66666666666667,38.88888888888889,2.0,1.0,0.0,48.0,13.0,7.0,27.083333333333332,14.583333333333334,29.999999999999996,18.81776744558699,-58.333333333333336,18.055555555555696,3.4285714285714284,Tahan,Konfirmasi bullish dari MACD dan RSI. ,2
2025-07-30 00:00:00+07:00,85.0,86.0,82.0,84.0,19061300,0.0,0.0,17424025.0,-55.07387792524294,159978300,60160634.31172045,0.012550626440983592,0.07603606252942233,-0.06348543608843873,50.0,84.5,,,85.01538972199593,85.00283909555495,84.5,87.90278523689358,81.09721476310642,6.8055704737871565,0.42653077329434214,33.33333333333333,38.888888888888886,4.0,0.0,2.0,50.0,12.0,9.0,24.0,18.0,14.285714285714286,18.647699418376106,-66.66666666666666,-23.611111111110933,3.5714285714285716,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-07-31 00:00:00+07:00,84.0,84.0,81.0,84.0,17804200,0.0,0.0,17748370.0,-12.545743013905877,159978300,60160634.31172045,-0.069378799494487,0.04695309012464046,-0.11633188961912747,46.15384615384615,84.55,,,84.85917591861194,84.92855471810643,84.55,87.88876750029894,81.21123249970105,6.677535000597885,0.4176342767277518,33.33333333333333,36.111111111111114,3.0,0.0,1.0,50.0,10.0,10.0,20.0,20.0,0.0,18.09824886892556,-66.66666666666666,-65.27777777777756,3.5714285714285716,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
2025-08-01 00:00:00+07:00,84.0,85.0,82.0,85.0,14259100,0.0,0.0,17924935.0,-22.084826892813428,174237400,60330385.50219665,-0.05300579930724325,0.02696131223826372,-0.07996711154550697,53.846153846153854,84.65,,,84.88084116190241,84.93384696120965,84.65,87.91222397501424,81.38777602498577,6.524447950028474,0.553644385345808,41.66666666666667,36.11111111111111,3.0,1.0,0.0,50.0,11.0,10.0,22.0,20.0,4.761904761904762,17.41797676008202,-58.333333333333336,-25.531914893616765,3.5714285714285716,Tahan,,0
2025-08-04 00:00:00+07:00,85.0,85.0,83.0,85.0,10479600,0.0,0.0,17810350.0,-66.69664506738783,174237400,60330385.50219665,-0.039573895464727116,0.013654270697665552,-0.05322816616239267,58.33333333333333,84.85,,,84.89917329084051,84.93874718630524,84.85,87.6239388677664,82.07606113223359,5.547877735532808,0.5270373658451938,36.36363636363637,37.121212121212125,2.0,0.0,0.0,48.0,11.0,7.0,22.916666666666664,14.583333333333334,22.222222222222214,18.355927698032957,-63.63636363636363,-20.48857368006388,3.4285714285714284,Tahan,,0
2025-08-05 00:00:00+07:00,85.0,85.0,82.0,85.0,13183200,0.0,0.0,17602540.0,-23.708333333333336,174237400,60330385.50219665,-0.028599339514428834,0.005203548655246674,-0.033802888169675506,44.444444444444436,85.0,84.98,,84.91468509224967,84.9432844317641,85.0,87.42790791466751,82.57209208533249,4.855815829335029,0.5,36.36363636363637,38.131313131313135,3.0,0.0,1.0,44.0,6.0,8.0,13.636363636363635,18.181818181818183,14.285714285714294,17.590621575583977,-63.63636363636363,-45.125585355470015,3.142857142857143,Tahan,,0
2025-08-06 00:00:00+07:00,85.0,86.0,83.0,83.0,15462300,0.0,0.0,17756730.0,-19.341999561819907,158775100,59966566.67866723,-0.17921928183812952,-0.031681017443428564,-0.14753826439470097,36.36363636363636,85.0,84.96,,84.62011815498049,84.79933743681862,85.0,87.42790791466751,82.57209208533249,4.855815829335029,0.08812276447603935,18.181818181818183,30.303030303030308,3.0,1.0,0.0,44.0,7.0,8.0,15.909090909090908,18.181818181818183,6.666666666666673,17.352526337488744,-81.81818181818183,-52.393857271906114,3.142857142857143,Tahan,Harga mendekati support (BB Lower). Konfirmasi bearish dari MACD dan RSI. ,-1
2025-08-07 00:00:00+07:00,83.0,84.0,82.0,84.0,11695400,0.0,0.0,17873210.0,-7.3837089595970795,170470500,60107475.11240217,-0.2154118944069836,-0.06842719283613957,-0.14698470157084403,41.66666666666667,85.0,85.0,,84.52471536190656,84.74012725631354,85.0,87.42790791466751,82.57209208533249,4.855815829335029,0.2940613822380197,27.27272727272727,27.27272727272727,2.0,0.0,1.0,43.0,7.0,8.0,16.27906976744186,18.6046511627907,6.666666666666669,17.452776964055158,-72.72727272727273,-88.52755194218648,3.0714285714285716,Tahan,Konfirmasi bearish dari MACD dan RSI. ,-2
